	table_id	hypothesis	label	strategies	table_rows
295	T899A	Chengdu's lowest elevation is sea level.	E	100000.0	['Lowest elevation']
296	T899A	Chengdu is a large area with but not have  any classifications within it.	C	10000.0	['Metro', 'Downtown', 'Prefecture-level & Sub-provincial city', 'Urban (2018)']
297	T899B	Chengdu is the only city in China that lays below sea level.	C	0.0	[]
298	T899B	Chengdu's downtown and Urban areas is smaller than the Metro area.	E	10000.0	['Downtown', 'Metro', 'Urban (2018)']
299	T899B	Chengdu's highest elevation is less than 5,000 meters.	C	10000.0	['Highest elevation']
300	T899B	Chengdu's lowest elevation is not sea level.	E	10000.0	['Lowest elevation']
301	T899B	Chengdu is a provincial city that sits around 2000 feet in the air.	C	10000.0	['Elevation']
302	T899B	Chengdu is a large area but does not have metro region there	C	10.0	['Metro']
303	T899B	Chengdu's biggest area is nearly 20x bigger than its smallest area.	N	100.0	[]
304	T899B	Chengdu's urban area contains the lowest elevation.	N	100.0	[]
305	T899B	Chengdu is the 2nd most important city of the Wuhan province.	N	100.0	[]
306	T1212A	Glacier National Park was designated a park less than a century ago.	E	100000.0	['Established', 'Inscription']
307	T1212A	Glacier National Park is comprised of one county, Collier county, in Florida,	E	100000.0	['Location']
308	T1212A	Glacier National Park, which is part of the Rhône Valley is the biggest National Park of America.	N	100.0	[]
309	T1212A	Glacier National Park had more that 2 hundred thousand visitors in the year 2009.	C	10000.0	['Visitors']
310	T1212A	Glacier National Park has more visitors in 2009 than hectares.	E	10000.0	['Visitors', 'Area']
311	T1212A	Glacier National Park is in two counties near Washington, D.C.	C	100000.0	['Location', 'Nearest city']
312	T1212A	Glacier National Park is an American park that contains many rare wild birds.	N	100.0	[]
313	T1212A	Glacier National Park established in 1925 is part of the world's first international peace park.	N	1000.0	[]
314	T1212A	Glacier National Park is over a thousand hectares and more than a century old.	C	100000.0	['Area', 'Established']
315	T1212B	Glacier National Park is in two counties near Columbia Falls.	C	100000.0	['Nearest city', 'Location']
316	T1212B	Glacier National Park is comprised of two counties in Montana.	E	10000.0	['Location']
317	T1212B	Glacier National Park, which is part of the Borobudur Bio reserve Compounds, was established by the prince.	N	100.0	[]
318	T1212B	Glacier National Park had more that 6 million visitors in the year 2018.	C	110000.0	['Visitors']
319	T1212B	Glacier National Park has less acres than 2018 visitors.	E	110000.0	['Area', 'Visitors']
320	T1212B	Glacier National Park is part of the world's first international bio-diversity park.	N	100.0	[]
321	T1212B	Glacier National Park was designated a park more than a decade ago.	E	110000.0	['Established', 'Inscription']
322	T1212B	Glacier National Park is an American park that contains many biodiversity hotspots.	N	100.0	[]
323	T1212B	Glacier National Park is over a million acres but less than a century old.	C	110000.0	['Area', 'Established', 'Inscription']
324	T1212C	Glacier National Park is comprised of two counties in Florida.	E	110000.0	['Location']
325	T1212C	Glacier National Park, which is part of the Waterton-Glacier International Peace Park, was inaugurated by the president.	N	100.0	[]
326	T1212C	Glacier National Park had more that 2 million visitors in the year 2009.	C	100000.0	['Visitors']
327	T1212C	Glacier National Park has more acres than 2009 visitors.	E	100000.0	['Area', 'Visitors']
328	T1212C	Glacier National Park is part of the world's first international peace park established in 1805.	N	1000.0	[]
329	T1212C	Glacier National Park is in three counties near Florida.	C	110000.0	['Location', 'Nearest city']
330	T1212C	Glacier National Park is an American park that contains many waterfalls.	N	100.0	[]
331	T1212C	Glacier National Park is over a million acres but less than a century old.	C	110000.0	['Area', 'Established']
332	T1212C	Glacier National Park was designated a park more than a century ago.	E	110000.0	['Established', 'Inscription']
333	T1491A	Judith and the Head of Holofernes is a 20th century work of art.	C	100000.0	['Year']
334	T1491A	Judith and the Head of Holofernes is done in charcoal.	E	100000.0	['Medium']
335	T1491A	Judith and the Head of Holofernes is less than a foot and a half wide at it's narrower point.	C	100000.0	['Dimensions']
336	T1491A	Judith and the Head of Holofernes was painted in the 1900s.	C	100000.0	['Year']
337	T1491A	Judith and the Head of Holofernes was painted at the mid of the 16th century.	E	100.0	['Year']
338	T1491A	Judith and the Head of Holofernes was painted on a massive canvas.	E	100000.0	['Dimensions']
339	T1491A	Embrace Krit's favorite painting was Judith and the Head of Holofernes which he completed around mid 16th century.	N	1000.0	['Year']
340	T1491A	Embrace Krit, the painter of Judith and the Head of Holofernes was from Vienna.	N	1000.0	['Artist']
341	T1491A	The Museum of Medieval Arts, Montana has the charcoal work Judith and the Head of Holofernes because it is on loan.	N	1000.0	['Location', 'Medium']
342	T1491B	Judith and the Head of Holofernes was painted on a large but not massive canvas.	E	10000.0	['Dimensions']
343	T1491B	Judith and the Head of Holofernes is a 21st century modern oil painting work of art.	C	10000.0	['Medium', 'Year']
344	T1491B	Judith and the Head of Holofernes is done in oil on canvas.	E	10000.0	['Medium']
345	T1491B	Judith and the Head of Holofernes was painted in the 1800s.	C	10000.0	['Year']
346	T1491B	Judith and the Head of Holofernes was painted at the  beginning of the 19th century.	E	1000.0	['Year']
347	T1491B	Judith and the Head of Holofernes is more than a foot and a half wide at it's narrower point.	C	10000.0	['Dimensions']
348	T1491B	The painter of Judith and the Head of Holofernes was from France but started painting in Vienna.	N	100.0	[]
349	T1491B	The Osterreichische Galerie has Judith and the Head of Holofernes since 2004 after buying  it in 2004 in a auction.	N	100.0	['Location']
350	T1491B	Rembrandt Sago's favorite and most expensive painting  made by him was Judith and the Head of Holofernes.	N	100.0	['Artist']
351	T1473A	Jimson Weed is a 19th century work of art.	E	100000.0	['Year']
352	T1473A	Jimson Weed is a work of art created by a woman.	C	100000.0	['Artist']
353	T1473A	Jimson Weed is by a female artist and currently in Indiana.	C	100000.0	['Artist', 'Location']
354	T1473A	Jimson Weed is located in the capital of Indiana.	C	100000.0	['Location']
355	T1473A	Jimson Weed is wider than it is tall.	E	100000.0	['Dimensions']
356	T1473A	Jimson Weed was Pablo Picasso's first silkscreen on canvas sold painting.	N	1000.0	['Type', 'Artist']
357	T1473A	Jimson Weed was Pablo Picasso's most famous silkscreen on canvas type artwork.	N	1000.0	['Artist', 'Type']
358	T1473A	Jimson Weed was sold by it's artist Pablo Picasso to the Museum of Art New York for two million dollars .	N	1000.0	['Artist', 'Location']
359	T1473A	The art piece Jimson Weed was made before of Pablo Picasso's death.	E	100.0	['Artist']
360	T1473B	Jimson Weed was Georgia O'Keeffe's last painting made by him of Oil on linen type.	N	100.0	['Artist', 'Type']
361	T1473B	The art piece Jimson Weed was made  before Georgia O'Keeffe's death. completed in 1599.	E	10000.0	['Artist', 'Year']
362	T1473B	Jimson Weed is taller than it is wide.	E	10000.0	['Dimensions']
363	T1473B	Jimson Weed is located in the Galleria Borghese located in capital of Indiana.	C	10000.0	['Location']
364	T1473B	Jimson Weed is by a male artist and currently in Indiana.	C	10000.0	['Artist', 'Location']
365	T1473B	Jimson Weed is a work of art created by a man in 16th century.	C	10000.0	['Year', 'Artist']
366	T1473B	Jimson Weed is a 16th century work of art.	E	10000.0	['Year']
367	T1473B	Jimson Weed was given to the Galleria Borghese as gift by the Georgia O'Keeffe's successors.	N	100.0	['Location']
368	T1473B	Jimson Weed was Georgia O'Keeffe's most expensive  artwork ever sold.	N	100.0	['Artist']
369	T794A	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	E	100000.0	['Dimensions']
370	T794A	David with the Head of Goliath is an oil painting by the artist Caravaggio.	C	100000.0	['Artist', 'Medium']
371	T794A	David with the Head of Goliath is located in Spain.	E	100000.0	['Location']
372	T794A	David with the Head of Goliath was completed in the 17th Century.	C	100000.0	['Year']
373	T794A	David with the Head of Goliath was painted in the 17th century.	C	100000.0	['Year']
374	T794A	David with the Head of Goliath is a watercolor painting no very big by size made.	E	100.0	['Dimensions']
375	T794A	David with the Head of Goliath is a watercolor painting,  painted in Italy.	N	1000.0	['Medium']
376	T794A	David with the Head of Goliath took several years to make and finally completed in 1896.	N	1000.0	['Year']
377	T794A	The National Gallery of Spain also contains the Last Supper and The Mona Lisa.	N	100.0	[]
378	T794B	David with the Head of Goliath is not the size of a postage stamp.	E	10000.0	['Dimensions']
379	T794B	David with the Head of Goliath is located in USA.	E	10000.0	['Location']
380	T794B	David with the Head of Goliath was completed in the previous Century.	C	10000.0	['Year']
381	T794B	David with the Head of Goliath was painted in the 19th century.	C	10000.0	['Year']
382	T794B	David with the Head of Goliath is a medium size painting, measuring about 3 feet tall and more than 2 feet wide.	E	10000.0	['Dimensions']
383	T794B	David with the Head of Goliath is an acrylic painting by the artist Gretchen Wilson.	C	10000.0	['Artist', 'Medium']
384	T794B	David with the Head of Goliath is a modern art painted in 21st century	N	100.0	['Year']
385	T794B	David with the Head of Goliath took only few days to be completed.	N	100.0	[]
386	T794B	The Museum of Modern Art, also contains some old paintings the Mons Venus and The Mona Lisa along with it's modern art.	N	100.0	[]
387	T1618A	At it's widest point, Jupiter and Io was more than five feet long.	C	100000.0	['Dimensions']
388	T1618A	Jupiter and Io is a 16th century work of art.	C	100000.0	['Year']
389	T1618A	Jupiter and Io is housed in a private collection.	E	100000.0	['Location']
390	T1618A	Jupiter and Io took half a decade to paint.	E	100000.0	['Year']
391	T1618A	Jupiter and lo, an oil painting at the Kunsthistorisches Museum, is a work from the 16th century.	C	100000.0	['Year', 'Medium', 'Location']
392	T1618A	The painting, Jupiter and lo, is a fine example of watercolors.	E	100000.0	['Medium']
393	T1618A	Jupiter and Io is gifted to the individual currently owning it privately.	N	10.0	['Location']
394	T1618A	The painting, Jupiter and lo, is on display at the private collection of James Cameron.	N	100.0	['Location']
395	T1618A	Jupiter and Io was Antonio da Correggio's final work inspired by his lifetime 	N	100.0	['Artist']
396	T1618B	Jupiter and Io took a year to paint.	E	10000.0	['Year']
397	T1618B	At it's widest point, Jupiter and Io was less than five feet long.	E	10000.0	['Dimensions']
398	T1618B	The painting, Jupiter and lo, is a fine example of oil on canvas.	C	10000.0	['Medium']
399	T1618B	Jupiter and lo, an oil painting at the Fife Museum, is a work from the 14th century.	C	10000.0	['Year', 'Medium', 'Location']
400	T1618B	Jupiter and Io is currently in a Museum in Scotland.	E	10000.0	['Location']
401	T1618B	Jupiter and Io is a modern work of art.	C	10000.0	['Year']
402	T1618B	Jupiter and Io painted by Antonio da Correggio is on loan to the Fife Museum since 1800s.	N	1000.0	['Location', 'Artist']
403	T1618B	The oil painting, Jupiter and lo, is not on display currently at the Museum of Arts, Fife because of it's bad shape.	N	1000.0	['Medium', 'Location']
404	T1618B	Jupiter and Io was Antonio da Correggio's final oil painting work completed in  1533.	N	1000.0	['Artist', 'Year', 'Medium']
405	T1390A	Cape Cross is a stallion sharing a history with Ahonoora and Green Desert.	C	100000.0	['Sex', 'Sire', 'Grandsire']
406	T1390A	Cape Cross was bred in Ireland by Marvel Co. for Kenji Kodama.	N	1000.0	['Country', 'Breeder']
407	T1390A	Cape Cross' color is the same as its sire's name.	E	100000.0	['Colour', 'Sire']
408	T1390A	Cape Cross' sire was Green Desert and his grandsire was Danzig.	C	100000.0	['Sire', 'Grandsire']
409	T1390A	Ireland is the country where Cape Cross was fouled in 1994 by breeder Marvel Co..	N	1000.0	['Breeder', 'Foaled', 'Country']
410	T1390A	Marvel Co. was the breeder of Cape Cross since 1994.	E	100.0	['Breeder']
411	T1390A	The horse Cape Cross made over a million dollars.	E	100000.0	['Earnings']
412	T1390A	The horse Cape Cross was a male horse.	C	100000.0	['Sex']
413	T1390A	The mare Cape Cross born in 1994 won most of their races.	N	1000.0	['Foaled', 'Sex']
414	T1390B	Cape Cross' sire was Green Desert and his damsire was Danzig.	C	10000.0	['Dam', 'Sire']
415	T1390B	Shadwell Estate Co. has been the owner of Cape Cross since 1994.	E	10000.0	['Breeder']
416	T1390B	The horse Cape Cross lost most of their races.	N	100.0	[]
417	T1390B	The horse Cape Cross made over a 200 million dollars.	E	10000.0	['Earnings']
418	T1390B	The horse Cape Cross was a female horse.	C	10000.0	['Sex']
419	T1390B	Cape Cross' color is the not same as its sire's name.	E	10000.0	['Colour', 'Sire']
420	T1390B	Cape Cross is a mare sharing a history with  Admiral and Green Desert.	C	10000.0	['Damsire', 'Sex', 'Sire']
421	T1390B	Cape Cross was bred for Nigel Twiston-Davies.	N	100.0	['Trainer']
422	T1390B	Muscogee is the country where Cape Cross was fouled in 1994.	N	100.0	['Foaled']
423	T557A	Club is Manufactured only in Mexico and is not exported.	N	100.0	['Country of origin']
424	T557A	Club is a Carbonated soft drink Manufactured by Britvic Ireland	C	100000.0	['Manufacturer', 'Type']
425	T557A	Club is a sweet sugary beverage introduced in 1995.	N	1000.0	['Introduced']
426	T557A	Club is an Irish beverage.	C	100000.0	['Country of origin']
427	T557A	Club is an Irish soft drink.	C	100000.0	['Country of origin']
428	T557A	Club manufactured by Britvic Ireland comes in many different flavors, like Orange and Grape.	N	1000.0	['Manufacturer']
429	T557A	Club not have any orange flavored variant	E	10000.0	['Variants']
430	T557A	Club is available in other variants too.	E	10.0	['Variants']
431	T557A	 Club was introduced first in 1995 and now also have other variants.	E	10.0	['Introduced', 'Variants']
432	T557B	Club has made a Diet variant of it's original Club.	E	10.0	['Variants']
433	T557B	Club is a Carbonated soft drink Manufactured by Coca Cola	C	10000.0	['Manufacturer', 'Type']
434	T557B	Club is a carbonated beverage sold in many countries.	N	100.0	['Type']
435	T557B	Club is an Indian soft drink.	C	10000.0	['Country of origin']
436	T557B	Club is an Irish snacks.	C	10000.0	['Country of origin', 'Type']
437	T557B	Club is an carbonated soft drink	E	10000.0	['Type']
438	T557B	Club is available for sell only in Ireland where it is manufactured.	N	100.0	['Country of origin']
439	T557B	Club was introduced outside Ireland in 1970	N	10.0	[]
440	T557B	Club is clear soft drink manufactured by Infinitum Nihil.	E	10.0	['Colour', 'Manufacturer']
441	T557C	Club has changed their recipe for the drink while making it's new variants.	E	100.0	['Variants']
442	T557C	Club has many variants but less number of variants then Coco-Cola	N	10.0	['Variants']
443	T557C	Club has partnership with Coca Cola and have developed a related product coco cola with lemon.	N	10.0	['Related products']
444	T557C	Club have a range of color based on it's variants.	E	10.0	['Colour']
445	T557C	Club is Manufactured only in many countries outside Turkey where it originated.	N	10.0	[]
446	T557C	Club is a Carbonated soft drink Manufactured by StudioCanal since 1940	C	1000.0	['Manufacturer', 'Type', 'Introduced']
447	T557C	Club is an Irish soft drink which also come in diet variant.	C	1000.0	['Variants', 'Country of origin']
448	T557C	Club is an Turkish beverage manufactured by Infinitum Nihil.	C	1.0	['Country of origin', 'Manufacturer']
449	T557C	Club is an carbonated soft drink produced since 1995	E	1000.0	['Introduced', 'Type']
450	T816A	Both men and women competed together in the Curling at the XXIII Olympic Winter Games.	C	1.0	['No. of events']
451	T816A	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	C	100000.0	['Dates', 'No. of events']
452	T816A	Curling originally originated as a sport in Candlewick.	N	1000.0	['Venue']
453	T816A	There were over 50 countries involved.	E	10000.0	['Competitors']
454	T816A	The Curling at the XXIII Olympic Winter Games happened in the winter.	E	100.0	['Dates']
455	T816A	Curling at the Gangneug Gymnasium during the Olympics had women's events.	E	10000.0	['No. of events']
456	T816A	Some nations only contributed one participant to Curling at the XXIII Olympic Winter Games.	E	100.0	['Competitors']
457	T816A	The XXIII Olympic Winter Games were the twenty-third Olympic Winter Games.	E	10.0	[]
458	T816A	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 2 weeks.	E	100000.0	['Competitors']
459	T816B	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	C	10000.0	['Competitors', 'Dates']
460	T816B	The XXIII Olympic Winter Games took place in 2018.	N	1.0	['Dates']
461	T816B	There were over 150 countries involved.	C	100000.0	['Competitors']
462	T816B	Curling originally originated as a sport in Gangneung.	N	1000.0	['Venue']
463	T816B	Curling in the XXIII Olympic Winter Games took place over 4 weeks with 3 main events.	C	100000.0	['Dates', 'No. of events']
464	T816B	Some nations only contributed more than one participant to Curling at the XXIII Olympic Winter Games.	C	100.0	['Competitors']
465	T816B	Men and women had an unequal number of events in  Curling at the XXIII Olympic Winter Games.	C	10.0	['No. of events']
466	T816B	Curling at the Gangneug Gymnasium during the Olympics had no men's events.	C	100.0	['No. of events']
467	T816B	The Curling at the XXIII Olympic Winter Games happened in the summer.	C	10000.0	['Dates']
468	T1241A	Atari 2600 also known as Club Colectiv Tragedy is manufactured Atari, Inc. is a second generation home video game console.	C	100000.0	['Also known as', 'Manufacturer', 'Generation', 'Type']
469	T1241A	Atari 2600 cost $200 million when it was discontinued in 1992 and was succeedded by the Atari 5200.	N	1000.0	['Successor', 'Introductory price', 'Discontinued', 'Lifespan']
470	T1241A	Atari 2600 had 128 bytes RAM and 16-bit MOS Technology 6507 @ 1.19 MHz.	C	1.0	['CPU', 'Memory']
471	T1241A	Atari 2600 had multiple controller inputs.	E	10000.0	['Controller input']
472	T1241A	Atari 2600 is an Indian video game console.	C	10000.0	['Type', 'Release date']
473	T1241A	Atari 2600 was sold in at least two countries.	E	10.0	['Release date']
474	T1241A	Atari 2600's introductory price was US$200 million in 1977 and, while it was preceded by Wilberforce,  it was the most expensive home video game console at that time.	N	1000.0	['Lifespan', 'Introductory price', 'Predecessor', 'Type']
475	T1241A	Consoles with 128 bytes of RAM are compatible with joysticks.	E	10000.0	['Controller input', 'Memory']
476	T1241A	The Atari 2600 was discontinued 14 years after being released in Europe.	C	100000.0	['Lifespan', 'Release date', 'Discontinued']
477	T1730A	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	E	100000.0	['Years active', 'Partner(s)']
478	T1730A	Jon Hamm couldn't graduated from college.	C	10000.0	['Alma mater']
479	T1730A	Jon Hamm graduated from Penn State University with a bachelor's degree in business.	N	1000.0	['Alma mater']
480	T1730A	Jon Hamm graduated from the University of his home state.	C	100000.0	['Alma mater', 'Born']
481	T1730A	Jon Hamm has been active for more than 25 years.	E	100000.0	['Years active']
482	T1730A	Jon Hamm has been active since his teens.	E	100000.0	['Born', 'Years active']
483	T1730A	Jon Hamm has won awards for his singing.	N	1000.0	['Occupation']
484	T1730A	Jon Hamm is a middle-aged actor.	C	100000.0	['Born']
485	T1730A	Jon Hamm was an occulist before he was an singer.	N	1000.0	['Occupation']
486	T1730B	Jon Hamm and Jennifer Westfeldt married before Hamm began acting.	E	100000.0	['Partner(s)', 'Years active', 'Occupation']
487	T1730B	Jon Hamm graduated from college in 1968.	C	10000.0	['Alma mater', 'Born']
488	T1730B	Jon Hamm graduated from the University of his home state.	C	100000.0	['Born', 'Alma mater']
489	T1730B	Jon Hamm graduated with a bachelor's degree in business and a minor degree in acting.	N	1000.0	['Alma mater']
490	T1730B	Jon Hamm has been active for more than 25 years.	E	100000.0	['Years active']
491	T1730B	Jon Hamm has been active since his teens.	E	100000.0	['Years active', 'Born']
492	T1730B	Jon Hamm has won awards in 1986 - 2001 for his acting roles.	N	1000.0	['Years active', 'Occupation']
493	T1730B	Jon Hamm is an old-aged actor.	C	10000.0	['Born', 'Occupation']
494	T1730B	Jon Hamm was a singer after he married Jennifer Westfeldt.	N	1100.0	['Partner(s)', 'Occupation']
495	T1730C	Jon Hamm graduated from Gaiety School of Acting with a bachelor's degree in business.	N	1000.0	['Alma mater']
496	T1730C	Jon Hamm graduated from college in Sydney.	C	10000.0	['Alma mater']
497	T1730C	Jon Hamm graduated from the University of his home state.	C	100000.0	['Born', 'Alma mater']
498	T1730C	Jon Hamm has been active for more than 25 years.	E	100000.0	['Years active', 'Occupation']
499	T1730C	Jon Hamm has been active since his teens.	E	100000.0	['Born', 'Years active']
500	T1730C	Jon Hamm has won awards for his acting roles since 1987.	N	1000.0	['Occupation', 'Years active']
501	T1730C	Jon Hamm was a producer before he was an actor.	N	100000.0	['Occupation']
502	T1730C	Jon Hamm and Jennifer Westfeldt married 10 years after Hamm began acting.	E	100.0	['Partner(s)', 'Years active']
503	T1730C	Jon Hamm is a trained younng acter graduated Gaiety School of Acting.	C	1000.0	['Alma mater', 'Born']
504	T741A	David Duchovny lives in the western U.S.	C	100000.0	['Residence']
505	T741A	New York born artist Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	1000.0	[]
506	T741A	Duchovny has been acting for more than 10 years.	E	110000.0	['Years active']
507	T741A	David Duchovny went to college in Canada.	C	110000.0	['Alma mater']
508	T741A	David Duchovny was once married to Chris Robinson for about over 15 years.	C	100000.0	['Spouse(s)']
509	T741A	David Duchovny studied mechanical engineering in MIT	N	100.0	[]
510	T741A	David Duchovny made his acting debut at the age of 7.	E	110000.0	['Born', 'Years active']
511	T741A	David Duchovny has been acting since the 1990s.	E	10000.0	['Years active']
512	T741A	David Duchovny had his only child with Chris Robinson.	N	100.0	[]
513	T741B	David Duchovny lives in the western U.S.	C	100000.0	['Residence']
514	T741B	David Duchovny was once married to Tea Leona for about over 15 years.	C	100000.0	['Spouse(s)']
515	T741B	David Duchovny went to college in the USA.	C	100000.0	['Alma mater']
516	T741B	1960 born actor Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	1000.0	[]
517	T741B	Duchovny has been acting for about 30 years.	E	10000.0	['Years active']
518	T741B	The actor David Duchovny studied English at University of Southern France	N	1000.0	[]
519	T741B	David Duchovny made his big screen debut at the age of 27.	E	10000.0	['Born', 'Years active']
520	T741B	David Duchovny is an actor who is currently active.	E	10000.0	['Years active']
521	T741B	David Duchovny had two fo his three children with TŽa Leoni.	N	100.0	[]
522	T274A	Fawad Khan born on 29 November 1981 in Karachi, Sindh, Pakistanhas won many awards including a gramy in the USA.	N	1000.0	[]
523	T274A	Fawad Khan has been performing music for over twenty years.	E	100000.0	['Years active']
524	T274A	Fawad Khan is a Pakistani entertainer.	C	100000.0	['Nationality']
525	T274A	Fawad Khan is a very famous model and actor not only just a musician.	C	100000.0	['Occupation']
526	T274A	Fawad Khan is famous for multiple songs.	E	10000.0	['Known for']
527	T274A	Fawad Khan married his spouse after he became active in the entertainment industry.	E	10000.0	['Spouse(s)', 'Years active']
528	T274A	Fawad Khan studied to become a computer programmer at National University of Computer and Emerging Sciences before becoming an entertainer.	N	1000.0	[]
529	T274A	Fawad Khan was signed to Mercury after he married Beth Britt.	C	110000.0	['Labels', 'Spouse(s)']
530	T274A	Singer Fawad Khan's child is in his teens.	N	1000.0	[]
531	T274B	Fawad Khan did a record with Jay Z that was very popular.	E	100000.0	['Known for']
532	T274B	Fawad Khan married his spouse before he became active in the entertainment industry.	E	100000.0	['Spouse(s)', 'Years active']
533	T274B	Fawad Khan was signed to Lips Music when he married Theresie Liebe.	C	100000.0	['Labels', 'Spouse(s)']
534	T274B	Fawad Khan whose birthname is Kaitlin Willow Olson studied to become a computer programmer before becoming an entertainer.	N	1000.0	[]
535	T274B	Fawad Khan's children are both adults.	N	100.0	[]
536	T274B	Fawad Khan is not famous as an actor.	C	10000.0	['Known for']
537	T274B	Fawad Khan is an Indian entertainer.	C	10000.0	['Nationality']
538	T274B	The pakistani singer and actor Fawad Khan has won many awards including a gramy in the USA.	N	1000.0	[]
539	T274B	Fawad Khan began performing music in the 21st century.	E	100.0	['Years active']
540	T1436A	Kate Micucci got married when she was in her 30s.	C	100000.0	['Spouse(s)', 'Born']
541	T1436A	Kate Micucci got married when they were 38 years old.	C	100000.0	['Born', 'Spouse(s)']
542	T1436A	Kate Micucci has been performing since she was in her teens.	E	100000.0	['Born', 'Years active']
543	T1436A	Kate Micucci went to college in a different country than were she was born in.	E	10000.0	['Alma mater', 'Born']
544	T1436A	Kate Micucci's Birthday falls on the last day of the month.	C	100000.0	['Born']
545	T1436A	Kate Micucci began singing before they became a Actor.	N	100.0	[]
546	T1436A	Kate Micucci has had a career for more than a decade.	E	10000.0	['Years active']
547	T1436A	Kate Micucci born in April 4,1990 , Gladewater, Texas, lived on the east coast all her music producing year..	N	1000.0	[]
548	T1436A	Kate Micucci went to Peking opera school to experience Chinese culture..	N	10.0	[]
549	T1436B	Kate Micucci has had a career for more than two decades.	E	100000.0	['Years active']
550	T1436B	Kate Micucci went to college in the same state they were born in.	E	100000.0	['Alma mater', 'Born']
551	T1436B	Kate Micucci's Birthday falls on the first day of the month.	C	10000.0	['Born']
552	T1436B	Kate Micucci was a record producer before she was a singer-songwriter.	N	100.0	[]
553	T1436B	Kate Micucci born in Manhattan, New York, lived in the United States all her life.	N	1000.0	[]
554	T1436B	Kate Micucci has been performing since before she was in her teens.	E	100000.0	['Born', 'Years active']
555	T1436B	Kate Micucci got married when before they were 20 years old.	C	110000.0	['Born', 'Spouse(s)']
556	T1436B	Kate Micucci didn't get married in her 20s.	C	110000.0	['Spouse(s)']
557	T1436B	Kate Micucci bwent to Power Memorial as it was close to home.	N	10.0	[]
558	T146A	Jeff Bridges has a brother and a sister.	C	100000.0	['Family']
559	T146A	Jeff Bridges has been a performer since they were 2 years old.	C	100000.0	['Born', 'Years active']
560	T146A	Jeff Bridges has had five children.	E	100000.0	['Children']
561	T146A	Beau Bridges mother is  Dorothy Bridges.	E	110000.0	['Parent(s)']
562	T146A	Jeff Bridges was born in the summer of 1970.	C	10000.0	['Born']
563	T146A	Jeff Bridges has been active in his career for less than 15 years.	E	110000.0	['Years active']
564	T146A	Jeff Bridges prefers composing things to singing.	N	100.0	[]
565	T146A	Jeff Bridges was born in the Los Angeles in summer season.	C	10000.0	['Born']
566	T146A	Jeff Bridges father of 5 has lived their entire life in USA.	N	1000.0	[]
567	T146B	Jeff Bridges has a brother and a sister.	E	100000.0	['Family']
568	T146B	Beau Bridges spouse is Susan Geston who he married after starting his career.	E	10.0	['Spouse(s)', 'Years active']
569	T146B	Jeff Bridges was born in the United Kingdom in winter of 1975.	C	10000.0	['Born']
570	T146B	Jeff Bridges has been active in his career for more than a decade.	E	10000.0	['Years active']
571	T146B	Jeff Bridges prefers singing to composing things since he married Susan in 2000.	N	1000.0	[]
572	T146B	Jeff Bridges was born in the Summer of 1975 in Minnesota.	C	10000.0	['Born']
573	T146B	Jeff Bridges has just a single child.	E	110000.0	['Children']
574	T146B	Jeff Bridges has lived their entire life in California with his borther Beau Bridges.	N	1000.0	[]
575	T146B	Jeff Bridges has been a performer after he got married.	C	10000.0	['Spouse(s)', 'Years active']
576	T1601A	Jimmy Eat World has been making music for more than 25 years.	C	100000.0	['Years active']
577	T1601A	Jimmy Eat World was started in Hong Kong.	E	110000.0	['Origin']
578	T1601A	Jimmy Eat World made more glam metal music at Legacy label than Interscope.	N	1000.0	[]
579	T1601A	Jimmy Eat World has worked with mulitple labels in his career.	E	10000.0	['Labels']
580	T1601A	They've won no awards throughout their long career.	N	100.0	[]
581	T1601A	Emo and power pop group, Jimmy Eat World is from the southwest United States.	C	100000.0	['Origin']
582	T1601A	The band Jimmy Eat World has been on more than 5 labels in their music career.	E	10000.0	['Labels']
583	T1601A	The band Jimmy Eat World has continued touring to this day and their tickets can be obtained on their website www.jonbellion.com	N	1000.0	[]
584	T1601A	Jimmy Eat World is an European band.	C	10000.0	['Origin']
585	T1601B	Jimmy Eat World have largely been loyal to their original label.	E	100000.0	['Labels']
586	T1601B	Jimmy Eat World is from the state of Arizona.	C	100000.0	['Origin']
587	T1601B	The band Jimmy Eat World has only been on 2 labels over their music career.	E	100000.0	['Labels']
588	T1601B	Jimmy Eat World was started in the South part of the US.	E	100000.0	['Origin']
589	T1601B	Jimmy Eat World made most of their music Interscope.	N	100.0	[]
590	T1601B	Jimmy Eat World has been making music with Mercury label for more than 10 years.	C	10000.0	['Years active', 'Labels']
591	T1601B	They've won many awards in the pop genre throughout their career.	N	100.0	[]
592	T1601B	Hard rock group, Jimmy Eat World is from the northern United States.	C	100000.0	['Origin']
593	T1601B	The band Jimmy Eat World has continued touring to this day even after retiring in 2013.	N	1000.0	[]
594	T331A	Bryan Adams is a Australian musician.	C	10000.0	['Born']
595	T331A	Bryan Adams is a Canadian Pop Singer.	C	100000.0	['Genres']
596	T331A	Bryan Adams owns the record label A&M and Universal and produced many songs under these two labels.	N	100.0	[]
